대학명,시도,시군구,대계열,학과명
경인교육대학교,인천,인천 계양구,교육계열,초등유아교육과(심화과정)
경인교육대학교,경기,경기 안양시,교육계열,특수(통합)교육과(심화과정)
경인교육대학교,경기,경기 안양시,교육계열,초등컴퓨터교육과(심화과정)
경인교육대학교,경기,경기 안양시,교육계열,초등교육학과(심화과정)
경인교육대학교,경기,경기 안양시,교육계열,초등영어교육과(심화과정)
경인교육대학교,경기,경기 안양시,교육계열,초등미술교육과(심화과정)
경인교육대학교,경기,경기 안양시,교육계열,초등음악교육과(심화과정)
경인교육대학교,경기,경기 안양시,교육계열,초등체육교육과(심화과정)
경인교육대학교,경기,경기 안양시,교육계열,초등과학교육과(심화과정)
경인교육대학교,경기,경기 안양시,교육계열,초등수학교육과(심화과정)
경인교육대학교,경기,경기 안양시,교육계열,초등사회과교육과(심화과정)
경인교육대학교,경기,경기 안양시,교육계열,초등윤리교육과(심화과정)
경인교육대학교,경기,경기 안양시,교육계열,초등국어교육과(심화과정)
경인교육대학교,경기,경기 안양시,교육계열,초등생활과학교육과(심화과정)
경인교육대학교,경기,경기 안양시,교육계열,초등유아교육과(심화과정)
전주교육대학교,전북,전북 전주시,교육계열,초등교육과
전주교육대학교,전북,전북 전주시,교육계열,초등교육학과(심화과정)
전주교육대학교,전북,전북 전주시,교육계열,영어교육과(심화전공)
전주교육대학교,전북,전북 전주시,교육계열,국어교육과(심화전공)
전주교육대학교,전북,전북 전주시,교육계열,윤리교육과(심화전공)
전주교육대학교,전북,전북 전주시,교육계열,사회교육과(심화전공)
전주교육대학교,전북,전북 전주시,교육계열,컴퓨터교육과(심화전공)
전주교육대학교,전북,전북 전주시,교육계열,실과교육과(심화전공)
전주교육대학교,전북,전북 전주시,교육계열,과학교육과(심화전공)
전주교육대학교,전북,전북 전주시,교육계열,수학교육과(심화전공)
전주교육대학교,전북,전북 전주시,교육계열,미술교육과(심화전공)
전주교육대학교,전북,전북 전주시,교육계열,음악교육과(심화전공)
전주교육대학교,전북,전북 전주시,교육계열,체육교육과(심화전공)
진주교육대학교,경남,경남 진주시,교육계열,교육학과(심화전공)
진주교육대학교,경남,경남 진주시,교육계열,초등교육과
진주교육대학교,경남,경남 진주시,교육계열,영어교육과(심화전공)
진주교육대학교,경남,경남 진주시,교육계열,국어교육과(심화전공)
진주교육대학교,경남,경남 진주시,교육계열,사회과교육과(심화과정)
진주교육대학교,경남,경남 진주시,교육계열,도덕과교육과(심화과정)
진주교육대학교,경남,경남 진주시,교육계열,컴퓨터교육과(심화전공)
진주교육대학교,경남,경남 진주시,교육계열,실과교육과(심화전공)
진주교육대학교,경남,경남 진주시,교육계열,과학교육과(심화전공)
진주교육대학교,경남,경남 진주시,교육계열,수학교육과(심화전공)
진주교육대학교,경남,경남 진주시,교육계열,미술교육과(심화전공)
진주교육대학교,경남,경남 진주시,교육계열,음악교육과(심화전공)
진주교육대학교,경남,경남 진주시,교육계열,체육교육과(심화전공)
청주교육대학교,충북,충북 청주시,교육계열,초등교육학과
청주교육대학교,충북,충북 청주시,교육계열,초등컴퓨터교육과(심화과정)
청주교육대학교,충북,충북 청주시,교육계열,초등교육학과(심화과정)
청주교육대학교,충북,충북 청주시,교육계열,초등영어교육과(심화과정)
청주교육대학교,충북,충북 청주시,교육계열,초등미술교육과(심화과정)
청주교육대학교,충북,충북 청주시,교육계열,초등음악교육과(심화과정)
청주교육대학교,충북,충북 청주시,교육계열,초등체육교육과(심화과정)
청주교육대학교,충북,충북 청주시,교육계열,초등실과교육과(심화과정)
청주교육대학교,충북,충북 청주시,교육계열,초등과학교육과(심화과정)
청주교육대학교,충북,충북 청주시,교육계열,초등수학교육과(심화과정)
청주교육대학교,충북,충북 청주시,교육계열,초등사회과교육과(심화과정)
청주교육대학교,충북,충북 청주시,교육계열,초등윤리교육과(심화과정)
청주교육대학교,충북,충북 청주시,교육계열,초등국어교육과(심화과정)
춘천교육대학교,강원,강원 춘천시,교육계열,초등교육학과
춘천교육대학교,강원,강원 춘천시,교육계열,초등컴퓨터교육과(심화과정)
춘천교육대학교,강원,강원 춘천시,교육계열,초등교육학과(심화과정)
춘천교육대학교,강원,강원 춘천시,교육계열,초등영어교육과(심화과정)
춘천교육대학교,강원,강원 춘천시,교육계열,초등미술교육과(심화과정)
춘천교육대학교,강원,강원 춘천시,교육계열,초등음악교육과(심화과정)
춘천교육대학교,강원,강원 춘천시,교육계열,초등체육교육과(심화과정)
춘천교육대학교,강원,강원 춘천시,교육계열,초등실과교육과(심화과정)
춘천교육대학교,강원,강원 춘천시,교육계열,초등과학교육과(심화과정)
춘천교육대학교,강원,강원 춘천시,교육계열,초등수학교육과(심화과정)
춘천교육대학교,강원,강원 춘천시,교육계열,초등사회과교육과(심화과정)
춘천교육대학교,강원,강원 춘천시,교육계열,초등윤리교육과(심화과정)
춘천교육대학교,강원,강원 춘천시,교육계열,초등국어교육과(심화과정)
한국방송통신대학교,서울,서울 종로구,인문계열,국어국문학과
한국방송통신대학교,서울,서울 종로구,인문계열,중어중문학과
한국방송통신대학교,서울,서울 종로구,인문계열,영어영문학과
한국방송통신대학교,서울,서울 종로구,인문계열,프랑스언어문화학과
한국방송통신대학교,서울,서울 종로구,인문계열,일본학과
한국방송통신대학교,서울,서울 종로구,인문계열,문화교양학과
한국방송통신대학교,서울,서울 종로구,사회계열,경영학과
한국방송통신대학교,서울,서울 종로구,사회계열,융합경영학부
한국방송통신대학교,서울,서울 종로구,사회계열,융합경영학부 마케팅·애널리틱스전공
한국방송통신대학교,서울,서울 종로구,사회계열,경제학과
한국방송통신대학교,서울,서울 종로구,사회계열,관광학과
한국방송통신대학교,서울,서울 종로구,사회계열,융합경영학부 회계금융전공
한국방송통신대학교,서울,서울 종로구,사회계열,무역학과
한국방송통신대학교,서울,서울 종로구,사회계열,법학과
한국방송통신대학교,서울,서울 종로구,사회계열,사회복지학과
한국방송통신대학교,서울,서울 종로구,사회계열,행정학과
한국방송통신대학교,서울,서울 종로구,교육계열,교육과
한국방송통신대학교,서울,서울 종로구,교육계열,교육학과
한국방송통신대학교,서울,서울 종로구,교육계열,청소년교육과
한국방송통신대학교,서울,서울 종로구,교육계열,유아교육과
한국방송통신대학교,서울,서울 종로구,교육계열,초등교육과
한국방송통신대학교,서울,서울 종로구,공학계열,컴퓨터과학과
한국방송통신대학교,서울,서울 종로구,공학계열,첨단공학부 AI전공
한국방송통신대학교,서울,서울 종로구,공학계열,첨단공학부  산업공학전공
한국방송통신대학교,서울,서울 종로구,공학계열,첨단공학부  메카트로닉스전공
한국방송통신대학교,서울,서울 종로구,공학계열,첨단공학부
한국방송통신대학교,서울,서울 종로구,자연계열,농학과
한국방송통신대학교,서울,서울 종로구,자연계열,생활과학부 가정복지학전공
한국방송통신대학교,서울,서울 종로구,자연계열,생활과학부 가정복지상담학전공
한국방송통신대학교,서울,서울 종로구,자연계열,생활과학부 식품영양학전공
한국방송통신대학교,서울,서울 종로구,자연계열,생활과학부 의류패션학전공
한국방송통신대학교,서울,서울 종로구,자연계열,생활과학부
한국방송통신대학교,서울,서울 종로구,자연계열,통계·데이터과학과
한국방송통신대학교,서울,서울 종로구,의약계열,간호학과
한국방송통신대학교,서울,서울 종로구,의약계열,보건환경학과
한국방송통신대학교,서울,서울 종로구,예체능계열,미디어영상학과
한국방송통신대학교,서울,서울 종로구,예체능계열,생활체육지도과
호원대학교,전북,전북 군산시,인문계열,교양과
호원대학교,전북,전북 군산시,사회계열,경영학과
호원대학교,전북,전북 군산시,사회계열,경영학부
호원대학교,전북,전북 군산시,사회계열,디지털경영학부
호원대학교,전북,전북 군산시,사회계열,호텔관광학부
호원대학교,전북,전북 군산시,사회계열,외식창업경영학과
호원대학교,전북,전북 군산시,사회계열,비즈니스학부
호원대학교,전북,전북 군산시,사회계열,항공관광학과
호원대학교,전북,전북 군산시,사회계열,호텔관광.항공학부
호원대학교,전북,전북 군산시,사회계열,무역학과
호원대학교,전북,전북 군산시,사회계열,무역경영학부
호원대학교,전북,전북 군산시,사회계열,법경찰학부
호원대학교,전북,전북 군산시,사회계열,법경찰학과
호원대학교,전북,전북 군산시,사회계열,사회복지학과
호원대학교,전북,전북 군산시,사회계열,사회복지학부
호원대학교,전북,전북 군산시,사회계열,아동복지학과
호원대학교,전북,전북 군산시,사회계열,사회복지경영학과
호원대학교,전북,전북 군산시,사회계열,행정학부
호원대학교,전북,전북 군산시,사회계열,사이버수사경찰학부
호원대학교,전북,전북 군산시,사회계열,법경찰행정학부
호원대학교,전북,전북 군산시,교육계열,유아교육과
호원대학교,전북,전북 군산시,교육계열,언어치료학과
호원대학교,전북,전북 군산시,공학계열,건축공학과
호원대학교,전북,전북 군산시,공학계열,건축학과
호원대학교,전북,전북 군산시,공학계열,항공정비공학과
호원대학교,전북,전북 군산시,공학계열,기계공학과
호원대학교,전북,전북 군산시,공학계열,기계자동차공학과
호원대학교,전북,전북 군산시,공학계열,국방기술학부
호원대학교,전북,전북 군산시,공학계열,국방무기체계학과
호원대학교,전북,전북 군산시,공학계열,자동차기계공학과
호원대학교,전북,전북 군산시,공학계열,자동차.기계공학부
호원대학교,전북,전북 군산시,공학계열,미래자동차공학과
호원대학교,전북,전북 군산시,공학계열,자동차융합공학과
호원대학교,전북,전북 군산시,공학계열,전기공학과
호원대학교,전북,전북 군산시,공학계열,전기공학부
호원대학교,전북,전북 군산시,공학계열,전기소방학부
호원대학교,전북,전북 군산시,공학계열,전자공학과
호원대학교,전북,전북 군산시,공학계열,컴퓨터공학과
호원대학교,전북,전북 군산시,공학계열,컴퓨터학부
호원대학교,전북,전북 군산시,공학계열,멀티미디어정보학과
호원대학교,전북,전북 군산시,공학계열,컴퓨터.게임학과
호원대학교,전북,전북 군산시,공학계열,컴퓨터.게임융합학과
호원대학교,전북,전북 군산시,공학계열,컴퓨터정보보안학과
호원대학교,전북,전북 군산시,공학계열,컴퓨터게임애니메이션학과
호원대학교,전북,전북 군산시,공학계열,사이버보안학과
호원대학교,전북,전북 군산시,공학계열,사이버수사보안학부
호원대학교,전북,전북 군산시,공학계열,IT소프트웨어보안학과
호원대학교,전북,전북 군산시,공학계열,소방안전학과
호원대학교,전북,전북 군산시,공학계열,군사과학기술학과
호원대학교,전북,전북 군산시,공학계열,소방.전기융합학과
호원대학교,전북,전북 군산시,공학계열,국방과학기술학부
호원대학교,전북,전북 군산시,자연계열,식품환경화공학부
호원대학교,전북,전북 군산시,자연계열,호텔외식조리학과
호원대학교,전북,전북 군산시,자연계열,식품외식조리학부
호원대학교,전북,전북 군산시,자연계열,외식조리학부
호원대학교,전북,전북 군산시,자연계열,외식.조리학부
호원대학교,전북,전북 군산시,자연계열,식음료베이커리창업학과
호원대학교,전북,전북 군산시,의약계열,치위생학과
호원대학교,전북,전북 군산시,의약계열,간호학과
호원대학교,전북,전북 군산시,의약계열,물리치료학과
호원대학교,전북,전북 군산시,의약계열,작업치료학과
호원대학교,전북,전북 군산시,의약계열,응급구조학과
호원대학교,전북,전북 군산시,예체능계열,미디어컨텐츠디자인학과
호원대학교,전북,전북 군산시,예체능계열,패션디자인학과
호원대학교,전북,전북 군산시,예체능계열,공연예술패션학과
호원대학교,전북,전북 군산시,예체능계열,공공디자인학부
호원대학교,전북,전북 군산시,예체능계열,공연예술학부
호원대학교,전북,전북 군산시,예체능계열,미용예술학과
호원대학교,전북,전북 군산시,예체능계열,공연미디어학부
호원대학교,전북,전북 군산시,예체능계열,미용복지학과
호원대학교,전북,전북 군산시,예체능계열,패션.미용학부
호원대학교,전북,전북 군산시,예체능계열,뷰티산업학과
호원대학교,전북,전북 군산시,예체능계열,스포츠레저학과
호원대학교,전북,전북 군산시,예체능계열,스포츠경호학부
호원대학교,전북,전북 군산시,예체능계열,스포츠학부
호원대학교,전북,전북 군산시,예체능계열,축구학과
호원대학교,전북,전북 군산시,예체능계열,무도경호학부
호원대학교,전북,전북 군산시,예체능계열,스포츠경호학과
호원대학교,전북,전북 군산시,예체능계열,스포츠무도학과
호원대학교,전북,전북 군산시,예체능계열,방송연예학부
호원대학교,전북,전북 군산시,예체능계열,실용음악학부
호원대학교,전북,전북 군산시,예체능계열,K-POP학과
호원대학교,전북,전북 군산시,예체능계열,K-POP학부
청운대학교,충남,충남 홍성군,인문계열,글로벌커뮤니케이션학과(중화통상비즈니스전공)
청운대학교,충남,충남 홍성군,인문계열,글로벌커뮤니케이션학과(베트남비즈니스전공)
청운대학교,충남,충남 홍성군,인문계열,영어과
청운대학교,충남,충남 홍성군,인문계열,글로벌학부(영어전공)
청운대학교,충남,충남 홍성군,인문계열,글로벌커뮤니케이션학과(영미문화전공)
청운대학교,충남,충남 홍성군,인문계열,글로벌커뮤니케이션학과
청운대학교,충남,충남 홍성군,인문계열,베트남학과
청운대학교,충남,충남 홍성군,인문계열,중국학과
청운대학교,충남,충남 홍성군,인문계열,글로벌학부(중국학전공)
청운대학교,충남,충남 홍성군,인문계열,글로벌학부(베트남학전공)
청운대학교,충남,충남 홍성군,사회계열,관광경영학과
청운대학교,충남,충남 홍성군,사회계열,창업경영학과
청운대학교,충남,충남 홍성군,사회계열,호텔경영학과
청운대학교,충남,충남 홍성군,사회계열,호텔관광경영학과
청운대학교,충남,충남 홍성군,사회계열,호텔관광경영학부
청운대학교,충남,충남 홍성군,사회계열,호텔조리식당경영학과
청운대학교,충남,충남 홍성군,사회계열,공연기획경영학과
청운대학교,충남,충남 홍성군,사회계열,항공서비스경영학과
청운대학교,충남,충남 홍성군,사회계열,부동산경영학과
청운대학교,충남,충남 홍성군,사회계열,융합경영학부
청운대학교,충남,충남 홍성군,사회계열,사회적기업학과
청운대학교,충남,충남 홍성군,사회계열,호텔관광경영학부(호텔경영전공)
청운대학교,충남,충남 홍성군,사회계열,호텔관광경영학부(관광경영전공)
청운대학교,충남,충남 홍성군,사회계열,사회복지학과
청운대학교,충남,충남 홍성군,사회계열,사회복지상담학과
청운대학교,충남,충남 홍성군,사회계열,청소년상담교육학과
청운대학교,충남,충남 홍성군,사회계열,미디어커뮤니케이션학과
청운대학교,충남,충남 홍성군,사회계열,교양대학
청운대학교,충남,충남 홍성군,교육계열,글로벌한국어교육학과
청운대학교,충남,충남 홍성군,공학계열,AI운영학과
청운대학교,충남,충남 홍성군,공학계열,자율전공학부
청운대학교,충남,충남 홍성군,자연계열,식품영양학과
청운대학교,충남,충남 홍성군,의약계열,간호학과
청운대학교,충남,충남 홍성군,예체능계열,패션디자인학과
청운대학교,충남,충남 홍성군,예체능계열,공간디자인학과
청운대학교,충남,충남 홍성군,예체능계열,디자인학부(무대영상디자인전공)
청운대학교,충남,충남 홍성군,예체능계열,뷰티산업학과
청운대학교,충남,충남 홍성군,예체능계열,뮤지컬콘서트학부(공연기획경영전공)
청운대학교,충남,충남 홍성군,예체능계열,스포츠과학과
청운대학교,충남,충남 홍성군,예체능계열,무대예술학과
청운대학교,충남,충남 홍성군,예체능계열,연극예술학과
청운대학교,충남,충남 홍성군,예체능계열,뮤지컬학과
청운대학교,충남,충남 홍성군,예체능계열,연기예술학과
청운대학교,충남,충남 홍성군,예체능계열,방송영화영상학과
청운대학교,충남,충남 홍성군,예체능계열,뮤지컬콘서트학부(뮤지컬전공)
청운대학교,충남,충남 홍성군,예체능계열,실용음악과
청운대학교,충남,충남 홍성군,예체능계열,뮤지컬콘서트학부(실용음악전공)
청운대학교,인천,인천 미추홀구,사회계열,경영학과
청운대학교,인천,인천 미추홀구,사회계열,글로벌경영학과
청운대학교,인천,인천 미추홀구,사회계열,글로벌경영학과(경영전공)
청운대학교,인천,인천 미추홀구,사회계열,광고홍보학과
청운대학교,인천,인천 미추홀구,사회계열,국제통상학과
청운대학교,인천,인천 미추홀구,사회계열,무역학과
청운대학교,인천,인천 미추홀구,사회계열,글로벌무역물류학과
청운대학교,인천,인천 미추홀구,공학계열,건축공학과
청운대학교,인천,인천 미추홀구,공학계열,토목환경공학과
청운대학교,인천,인천 미추홀구,공학계열,전자공학과
청운대학교,인천,인천 미추홀구,공학계열,멀티미디어학과
청운대학교,인천,인천 미추홀구,공학계열,컴퓨터공학과
청운대학교,인천,인천 미추홀구,공학계열,화학공학과
청운대학교,인천,인천 미추홀구,공학계열,설비소방학과
청운대학교,인천,인천 미추홀구,자연계열,화학생명공학과
정석대학,서울,서울 강서구,사회계열,경영학과
정석대학,서울,서울 강서구,공학계열,항공시스템공학과(전문)
정석대학,서울,서울 강서구,공학계열,항공시스템공학과
정석대학,서울,서울 강서구,공학계열,산업공학과
SPC식품과학대학,서울,서울 동작구,자연계열,베이커리학과
포스코기술대학,경북,경북 포항시,공학계열,철강융합과
포스코기술대학,전남,전남 광양시,공학계열,철강융합과
삼성전자공과대학교,경기,경기 수원시,공학계열,반도체공학과
LH토지주택대학교,대전,대전 유성구,사회계열,부동산경영학
LH토지주택대학교,대전,대전 유성구,공학계열,건설기술학
국제예술대학교,서울,서울 강남구,예체능계열,공연예술과
국제예술대학교,서울,서울 강남구,예체능계열,음악과
백석예술대학교,서울,서울 서초구,인문계열,외국어학부
백석예술대학교,서울,서울 서초구,인문계열,언어문화학부
백석예술대학교,서울,서울 서초구,인문계열,글로벌문화콘텐츠학부
백석예술대학교,서울,서울 서초구,사회계열,경영학부
백석예술대학교,서울,서울 서초구,사회계열,외식산업학부
백석예술대학교,서울,서울 서초구,사회계열,관광학부
백석예술대학교,서울,서울 서초구,사회계열,항공서비스과
백석예술대학교,서울,서울 서초구,사회계열,호텔관광학부
백석예술대학교,서울,서울 서초구,사회계열,항공서비스학부
백석예술대학교,서울,서울 서초구,사회계열,보건복지학부
백석예술대학교,서울,서울 서초구,사회계열,사회복지학부
백석예술대학교,서울,서울 서초구,사회계열,경찰경호학부
백석예술대학교,서울,서울 서초구,사회계열,경영행정학부
백석예술대학교,서울,서울 서초구,교육계열,유아교육과
백석예술대학교,서울,서울 서초구,자연계열,외식학부
백석예술대학교,서울,서울 서초구,예체능계열,디자인미술학부
백석예술대학교,서울,서울 서초구,예체능계열,공연예술학부
백석예술대학교,서울,서울 서초구,예체능계열,영상학부
백석예술대학교,서울,서울 서초구,예체능계열,뷰티예술학부
백석예술대학교,서울,서울 서초구,예체능계열,실용댄스학부
백석예술대학교,서울,서울 서초구,예체능계열,음악예술학부
백석예술대학교,서울,서울 서초구,예체능계열,음악학부
정화예술대학교,서울,서울 중구,사회계열,사회복지학부
정화예술대학교,서울,서울 중구,사회계열,방송영상전공
정화예술대학교,서울,서울 중구,예체능계열,메이크업전공
정화예술대학교,서울,서울 중구,예체능계열,미용전공
정화예술대학교,서울,서울 중구,예체능계열,뷰티·네일전공
정화예술대학교,서울,서울 중구,예체능계열,뷰티·패션스타일리스트전공
정화예술대학교,서울,서울 중구,예체능계열,뷰티메디컬스킨케어전공
정화예술대학교,서울,서울 중구,예체능계열,뷰티네일전공
정화예술대학교,서울,서울 중구,예체능계열,뷰티이용전공
정화예술대학교,서울,서울 중구,예체능계열,뷰티·패션전공
정화예술대학교,서울,서울 중구,예체능계열,연기전공
정화예술대학교,서울,서울 중구,사회계열,외식산업학부
정화예술대학교,서울,서울 중구,사회계열,관광학부
정화예술대학교,서울,서울 중구,사회계열,항공호텔관광학부
정화예술대학교,서울,서울 중구,자연계열,호텔조리·디저트학부
정화예술대학교,서울,서울 중구,자연계열,디저트·조리학부
정화예술대학교,서울,서울 중구,예체능계열,디지털미디어디자인전공
정화예술대학교,서울,서울 중구,예체능계열,영상제작전공
정화예술대학교,서울,서울 중구,예체능계열,공연예술학부
정화예술대학교,서울,서울 중구,예체능계열,영상미디어학부
정화예술대학교,서울,서울 중구,예체능계열,방송·영상학부
정화예술대학교,서울,서울 중구,예체능계열,피부미용전공
정화예술대학교,서울,서울 중구,예체능계열,피부건강관리전공
정화예술대학교,서울,서울 중구,예체능계열,뷰티·패션스타일리스트전공
정화예술대학교,서울,서울 중구,예체능계열,뷰티메디컬스킨케어전공
정화예술대학교,서울,서울 중구,예체능계열,실용댄스전공
정화예술대학교,서울,서울 중구,예체능계열,뮤지컬전공
정화예술대학교,서울,서울 중구,예체능계열,연기전공
정화예술대학교,서울,서울 중구,예체능계열,실용음악학부
정화예술대학교,서울,서울 중구,예체능계열,미디어·실용음악전공
강원도립대학교,강원,강원 강릉시,사회계열,크루즈승무원과
강원도립대학교,강원,강원 강릉시,사회계열,항공관광과
강원도립대학교,강원,강원 강릉시,사회계열,호텔관광과
강원도립대학교,강원,강원 강릉시,사회계열,호텔항공관광과
강원도립대학교,강원,강원 강릉시,사회계열,항공크루즈서비스과
강원도립대학교,강원,강원 강릉시,사회계열,해양경찰과
강원도립대학교,강원,강원 강릉시,사회계열,공공인재융합과
강원도립대학교,강원,강원 강릉시,교육계열,유아안전보육과
강원도립대학교,강원,강원 강릉시,공학계열,건설토목과
강원도립대학교,강원,강원 강릉시,공학계열,재난안전토목과
강원도립대학교,강원,강원 강릉시,공학계열,건설지적토목과
강원도립대학교,강원,강원 강릉시,공학계열,스마트시티건설과
강원도립대학교,강원,강원 강릉시,공학계열,ICT드론과
강원도립대학교,강원,강원 강릉시,공학계열,드론융합과
강원도립대학교,강원,강원 강릉시,공학계열,해양경찰과(공학)
강원도립대학교,강원,강원 강릉시,공학계열,정보통신과
강원도립대학교,강원,강원 강릉시,공학계열,로봇스마트팩토리과
강원도립대학교,강원,강원 강릉시,공학계열,전기통신로봇과
강원도립대학교,강원,강원 강릉시,공학계열,소방환경방재과
강원도립대학교,강원,강원 강릉시,자연계열,해양양식식품과
강원도립대학교,강원,강원 강릉시,자연계열,스마트해양양식과
강원도립대학교,강원,강원 강릉시,자연계열,바리스타제과제빵과
강원도립대학교,강원,강원 강릉시,자연계열,바리스타제과제빵과(인문)
강원도립대학교,강원,강원 강릉시,예체능계열,레저스포츠과
강원도립대학교,강원,강원 강릉시,예체능계열,레저스포츠복지과
경남도립거창대학,경남,경남 거창군,사회계열,세무회계·유통과
경남도립거창대학,경남,경남 거창군,사회계열,사회복지·보육학부
경남도립거창대학,경남,경남 거창군,사회계열,보건의료행정과
경남도립거창대학,경남,경남 거창군,교육계열,아동보육복지과
경남도립거창대학,경남,경남 거창군,공학계열,건축·인테리어학부
경남도립거창대학,경남,경남 거창군,공학계열,스마트귀농귀촌학과
경남도립거창대학,경남,경남 거창군,공학계열,드론토목학부
경남도립거창대학,경남,경남 거창군,공학계열,항공정비학과
경남도립거창대학,경남,경남 거창군,공학계열,항공정비계열
경남도립거창대학,경남,경남 거창군,공학계열,자동차기계과
경남도립거창대학,경남,경남 거창군,공학계열,스마트자동차공학과
경남도립거창대학,경남,경남 거창군,공학계열,컴퓨터공학과
경남도립거창대학,경남,경남 거창군,공학계열,소방·전기계열
경남도립거창대학,경남,경남 거창군,공학계열,소방·전기학부
경남도립거창대학,경남,경남 거창군,의약계열,간호학과
경남도립거창대학,경남,경남 거창군,의약계열,스포츠재활운동관리과
경남도립거창대학,경남,경남 거창군,예체능계열,뷰티웰니스과
경남도립남해대학,경남,경남 남해군,사회계열,항공운항과
경남도립남해대학,경남,경남 남해군,사회계열,호텔관광과
경남도립남해대학,경남,경남 남해군,사회계열,항공호텔관광학부
경남도립남해대학,경남,경남 남해군,사회계열,금융회계사무과
경남도립남해대학,경남,경남 남해군,공학계열,항공정비과
경남도립남해대학,경남,경남 남해군,공학계열,항공정비학부
경남도립남해대학,경남,경남 남해군,공학계열,항공정비학부(3년제)
경남도립남해대학,경남,경남 남해군,공학계열,전기과
경남도립남해대학,경남,경남 남해군,공학계열,전기·자동차계열
경남도립남해대학,경남,경남 남해군,공학계열,소프트웨어공학과
경남도립남해대학,경남,경남 남해군,공학계열,컴퓨터SW공학과
경남도립남해대학,경남,경남 남해군,공학계열,메카트로닉스학과
경남도립남해대학,경남,경남 남해군,자연계열,원예조경과
경남도립남해대학,경남,경남 남해군,자연계열,호텔조리제빵학부
경남도립남해대학,경남,경남 남해군,의약계열,산업안전관리과
경북도립대학교,경북,경북 예천군,사회계열,사회복지과
경북도립대학교,경북,경북 예천군,사회계열,군사학과
경북도립대학교,경북,경북 예천군,사회계열,자치행정과
경북도립대학교,경북,경북 예천군,사회계열,지방행정과
경북도립대학교,경북,경북 예천군,사회계열,지방행정과(3년제)
경북도립대학교,경북,경북 예천군,교육계열,유아교육과
경북도립대학교,경북,경북 예천군,교육계열,유아교육학과
경북도립대학교,경북,경북 예천군,공학계열,토목공학과
경북도립대학교,경북,경북 예천군,공학계열,AI기기응용과 AI농업기기전공
경북도립대학교,경북,경북 예천군,공학계열,자동차과
경북도립대학교,경북,경북 예천군,공학계열,전기전자과(3년제)
경북도립대학교,경북,경북 예천군,공학계열,AI기기응용과 AI전기제어전공
경북도립대학교,경북,경북 예천군,공학계열,전기전자과
경북도립대학교,경북,경북 예천군,공학계열,AI기기응용과 AI군사전공
경북도립대학교,경북,경북 예천군,공학계열,소방방재과
경북도립대학교,경북,경북 예천군,공학계열,소방방재학과
경북도립대학교,경북,경북 예천군,자연계열,축산과
경북도립대학교,경북,경북 예천군,의약계열,응급구조과
경북도립대학교,경북,경북 예천군,의약계열,보건미용과
경북도립대학교,경북,경북 예천군,예체능계열,보건미용과(3년제)
경북도립대학교,경북,경북 예천군,예체능계열,생활체육과
충북도립대학교,충북,충북 옥천군,사회계열,사회복지과
충북도립대학교,충북,충북 옥천군,사회계열,사회복지학과
충북도립대학교,충북,충북 옥천군,사회계열,헬스케어과
충북도립대학교,충북,충북 옥천군,사회계열,자치행정과
충북도립대학교,충북,충북 옥천군,사회계열,소방행정과
충북도립대학교,충북,충북 옥천군,공학계열,기계자동차과
충북도립대학교,충북,충북 옥천군,공학계열,미래자동차과
충북도립대학교,충북,충북 옥천군,공학계열,전기에너지시스템과
충북도립대학교,충북,충북 옥천군,공학계열,반도체전자과
충북도립대학교,충북,충북 옥천군,공학계열,컴퓨터드론과
충북도립대학교,충북,충북 옥천군,공학계열,정보보안학과
충북도립대학교,충북,충북 옥천군,자연계열,환경보건학과
충북도립대학교,충북,충북 옥천군,자연계열,환경생명과학과
충북도립대학교,충북,충북 옥천군,자연계열,조리제빵과
충북도립대학교,충북,충북 옥천군,의약계열,스마트헬스과
충북도립대학교,충북,충북 옥천군,예체능계열,영상디자인과
충북도립대학교,충북,충북 옥천군,예체능계열,융합디자인과
충북도립대학교,충북,충북 청주시,자연계열,바이오생명의약과(공학)
충남도립대학교,충남,충남 청양군,사회계열,토지행정과
충남도립대학교,충남,충남 청양군,사회계열,사회적경제·IT학과
충남도립대학교,충남,충남 청양군,사회계열,경찰행정과
충남도립대학교,충남,충남 청양군,사회계열,경찰행정학과
충남도립대학교,충남,충남 청양군,사회계열,자치행정과
충남도립대학교,충남,충남 청양군,사회계열,자치행정학과
충남도립대학교,충남,충남 청양군,사회계열,토지행정학과
충남도립대학교,충남,충남 청양군,공학계열,건축인테리어학과
충남도립대학교,충남,충남 청양군,공학계열,건설안전방재학과
충남도립대학교,충남,충남 청양군,공학계열,전기전자공학과
충남도립대학교,충남,충남 청양군,공학계열,전기전자과
충남도립대학교,충남,충남 청양군,공학계열,컴퓨터공학과
충남도립대학교,충남,충남 청양군,공학계열,건설정보과
충남도립대학교,충남,충남 청양군,공학계열,컴퓨터정보과
충남도립대학교,충남,충남 청양군,공학계열,건설정보학과
충남도립대학교,충남,충남 청양군,자연계열,환경보건과
충남도립대학교,충남,충남 청양군,자연계열,환경보건학과
충남도립대학교,충남,충남 청양군,자연계열,호텔관광외식과
충남도립대학교,충남,충남 청양군,자연계열,호텔조리제빵학과
충남도립대학교,충남,충남 청양군,의약계열,소방안전관리과
충남도립대학교,충남,충남 청양군,의약계열,소방안전관리학과
충남도립대학교,충남,충남 청양군,의약계열,작업치료과
충남도립대학교,충남,충남 청양군,의약계열,작업치료학과
